ID,Title,URL,Description,Genres,Content Rating,Released,Updated,Release Notes,androidMaxVersion,Version,Price,Currency,Developer,Developer Website,Score,Reviews
com.dementiacare.anvayaa,Dementia Care - Anvayaa,https://play.google.com/store/apps/details?id=com.dementiacare.anvayaa&hl=en&gl=us,"Caring for persons with dementia (PWD) can be challenging, but our app makes it easier, smarter, and more effective. Designed for caregivers, and family members, this app provides personalized activities, the ability to set up and manage reminders, helps connect with experts, and book other services.

Our app offers personalized activities tailored to the user's preferences and abilities. The screenshots shown are for illustration purposes only and may not represent the exact activities visible to an individual.

Note: Primarily the app focuses solely on non-pharmacological interventions.",Lifestyle,Everyone,"Nov 24, 2024",1742373775000,,VARY,5.1.54,0,USD,Anvayaa Kin Care Pvt Ltd,https://dementiacare.anvayaa.com,,
com.localcaregiver.com,Local Caregiver,https://play.google.com/store/apps/details?id=com.localcaregiver.com&hl=en&gl=us,The local caregiver app is a way for those who are seeking an in-home aide to find them in their area. All aides must have a background check to add a layer of security. The user registers and then fills out some questions about their needs. The app matches registered aides (caregivers) by availability and proximity to the user. The user is shown a list of aides in their area and selects from the list. The aide is then alerted and messages the user if they want the job.,Medical,Teen,"Nov 13, 2022",1743153899000,Bug Fixes,VARY,2.1,0,USD,Senior Care Services,https://localcaregiver.net/,4.6666665,2
edu.uic.nursing.dg,Dementia Guide Expert,https://play.google.com/store/apps/details?id=edu.uic.nursing.dg&hl=en&gl=us,"Nationally known dementia experts have created this app as a resource and guide for persons with dementia, families and caregivers.  

The dementia guide offers helpful advice and support as you travel through each stage of the dementia experience. Our approach is dementia positive and our goal is to improve the quality of life of persons with dementia, families and caregivers.  

As you travel through the dementia experience our App provides a “Dementia Guide” to help you understand dementia, offers management tips and provides access (links) to information and resources for living with dementia. 

Our goal is to directly educate and empower all older adults, persons with dementia, families and caregivers while guiding them through the dementia journey.

Valerie Gruss, PhD, ANP, CNP-BC
College of Nursing 
vgruss@uic.edu 
 
Memoona Hasnain, MD, MHPE, PhD
Department of Family Medicine
College of Medicine
memoona@uic.edu
 
University of Illinois at Chicago",Education,Everyone,"Dec 14, 2016",1720707442000,,VARY,2.0.0,0,USD,University of Illinois,http://engageil.com/dementia/,4.785714,2
com.levstone.mobility.trustedelderlycare,Elderly Care: health + protect,https://play.google.com/store/apps/details?id=com.levstone.mobility.trustedelderlycare&hl=en&gl=us,"This senior app improves a loved ones physical and mental health and well-being by helping them:
* to be more socially connected and more active (raises happiness and well-being)
* to maintain independence (help family and caregivers to remotely monitor and support them)
* to manage health and self-care (automatic popup medicine reminders…)
* to feel safe and protected (panic button, GPS tracking, motion sensor…)

This health app makes it easier for a family and caregivers to care for and get closer to their senior loved ones.

This senior care app allows people to create a closed private care group: people in the group are securely connected and are able to share and see whats happening.

How it can help you:

[1] Senior health app
This senior health app helps a person establish and maintain daily mental and physical health routines. Features sensors, daily recurring tasks and reminders to help a person improve their ability to self-care.

[2] Senior safety app & Panic button
This senior safety app uses phone/tablet sensors and home IoT sensors to monitor and detect problems. It alerts family and caregivers in the care-group. Great for senior safety. A Panic button (SOS app) works 24/7 indoors and outdoors. The GPS tracker with geo-fencing can tell you when a loved one leaves home and when they arrive back.

[3] Daily senior living
This senior citizen app allows a senior to be socially engaged, contribute to family or community, continue with activities that give life meaning, and to maintain choice and control. Automatic sensor notifications help a person to feel connected and involved with their family.

[4] Senior care app
A remote family member can receive an automatic notification telling them what time their loved one woke up (which is nice and reassuring), and more notifications throughout the day: what time they took their medicine; if they went outside for a walk, and what time a caregiver went to visit them, etc.. The app has special large icons that make it easier for a person to express the care needs and feelings.

[5] Dementia and Alzheimer’s app
If a loved one suffers from a decline in memory or confusion, perhaps Alzheimer’s disease, dementia or Parkinson’s disease, then this senior app can support daily living. You can setup tasks remotely, add notes and add photos, it will then pop-up as a notification on your loved ones phone. Great for independent living.

[6] Elderly phone app
This elderly phone app has background sensors that run 24/7 and lets family and caregivers see how much the phone/tablet device is being used and whether the battery is being kept charged,… 

[7] Elderly launcher app
This elderly launcher app has large buttons for making phone calls, opening favorite websites, and clicking favorite places for Sat-Nav. So no fiddly keyboard typing. A great feature of this senior launcher app is that it can be setup remotely by family and caregivers.

[8] Caregivers app
This caregivers app helps organize care visits and enables remote caregivers to monitor and support the health & well-being of seniors with a wide range of care needs and frailty: motion sensors can monitor people with mobility and fall safety concerns; automatic care-plan popup reminders help people maintain their health and independence,…

PRIVACY
This senior citizen app works by consent - each person can chose what features to switch on and share.

SUMMARY - This senior app is designed to promote senior safety, senior health, and senior living. The app features built-in phone sensors, external home IoT sensors (due October 2021), GPS tracking and automatic geo-fence location alerts, and advanced daily recurring tasks and reminders to protect and monitor the health of an elderly person. It’s great for someone who is active and independent, and also for those with health issues, such as frailty, Alzheimer’s or Dementia, and need additional support and care. And its a senior launcher app with large buttons for phone calls and websites.",Lifestyle,Everyone,"Jul 19, 2016",1739459329000,Better Notification support on Wear OS devices (Smart Watches)<br>Some bugfixes and refinements,VARY,Version 1.162 : 2025-02-13 13:11,0,USD,LEVstone,http://www.LEVstone.com,3,2
com.connectedcaregiver.care,Connected Caregiver,https://play.google.com/store/apps/details?id=com.connectedcaregiver.care&hl=en&gl=us,"Connected Caregiver: Family caregiving made easier

Download now to get Care Essentials FREE—your digital family caregiving assistant! Keep track of appointments, notes, and medication information, plus collaborate and communicate with others in your Loved One’s care circle—all in one app.

Connected Caregiver equips family caregivers with the tools and technology to make managing details and monitoring the safety and health of their loved one easier, freeing them up to focus on what matters most.

CARE ESSENTIALS | FREE

Manage the Loved One(s) You Care For:
Care Essentials allows you to manage your parent(s) / Loved One(s) through the Connected Caregiver app.

Care Circle Management:
Invite siblings and anyone else involved in caregiving (including paid caregivers) to use the app (free of charge to those you invite). Create a one-stop hub of key info for everyone (meds, doctor lists, health documents like insurance cards). Coordinate care, add members to certain events, and create group chats or direct messages.

Medication Management:
A list of your Loved One’s medication at your (and the Care Circle’s) fingertips. Create automated medication reminders for your Loved One, stay on top of doses & refills, and even be alerted to potentially dangerous interactions between medications.

Document Storage:
Upload images of key documents like insurance cards, medical records (test results, appointment notes) and more — all with HIPAA compliance so you can use the app safely and securely.

Mood Surveying:
Get a quick snapshot of how your Loved One is perceiving their own health by sending a daily “How are you feeling?” survey — and track trends over time.

Dedicated Calendar:
Track events like doctor’s appointments, family meals, gatherings your Loved One plans to attend, and more — using a calendar within the app that’s dedicated to your Loved One’s care.

Manual Health Vital Tracking (or upgrade to automatic tracking):
Use the app to manually log your Loved One’s vitals so you can see trends over time. Cell-enabled remote vitals tracking devices are available for just $5/month extra per device (also requires one-time device purchase). Options include: Blood Pressure Monitor; Digital Weight Scale; Pulse Oximeter (to measure Blood Oxygen); Glucometer.

Custom Notifications:
Set your preferred notification sequence — push notification, text, or email — and stay up to date with the most important information.

SAFETY+ | $45/month
Visit myconnectedcaregiver.com/safety to sign-up.

Get EVERYTHING from Care Essentials, plus greater peace of mind with real-time emergency alerts and fall detection through the discreet and trusted Rely-X device (FREE for a limited time — a $119 value).

Senior Medical Alerts:
With the press of a button, your Loved One can instantly alert you and our 24/7 monitoring team to get the help they need. Our Monitoring Center caters to more than 1.3M subscribers with 3 monitoring locations to ensure no communication drops. The average call response time is just 9-seconds after the button is pressed.

Fall Detection for Seniors:
Programmed to detect falls and immediately call for help, giving you peace of mind when you can’t be with them. If a fall is detected, our agents will call the Loved One via the 2-way cell enabled Rely-X device and send emergency help if needed. As the caregiver you can also choose to be notified. See a history of recorded falls within the app.

GPS Location & Geofencing:
GPS monitoring and nationwide 4G cellular coverage ensures you’ll always know where your Loved One is located. You can even set up geofencing to be notified if your Loved One exits or enters a certain location.

First Motion & Step Tracking:
Monitor your Loved One’s first motion each day to ensure they’re moving around as expected — and see their step count to gauge how active they are.

To learn more, visit myconnectedcaregiver.com",Medical,Everyone,"Nov 24, 2021",1743184774000,- bugfixes,VARY,4.2.30,0,USD,Connected Caregiver,http://myconnectedcaregiver.com,3.319149,19
com.embreo.carasg,CARA SG,https://play.google.com/store/apps/details?id=com.embreo.carasg&hl=en&gl=us,"In this latest update, the CARA app now supports mandarin language. Users can easily switch languages before signing in or from your Profile page. Minor improvements have also been made to improve your app user experience.

About this app:
A membership programme by Dementia Singapore, CARA is a lifestyle and community mobile platform that provides assurance through its unique identifier, offers tailored rewards, and aims to drive social acceptance for persons living with dementia and their caregivers. For more details, visit https://cara.sg/",Social,Teen,,1741915938000,,VARY,1.9.0,0,USD,Dementia Singapore,https://cara.sg,,
com.fond_vera.home_nurse,Мобильная сиделка,https://play.google.com/store/apps/details?id=com.fond_vera.home_nurse&hl=en&gl=us,"When someone in the family falls seriously ill, loved ones often feel confused and helpless. There are many new challenges and questions. How to keep in mind all the doctor's prescriptions? How not to miss any changes in the well-being of a loved one? How to move a bedridden patient? How and what to feed him? And with all this, how not to burn yourself out?

In the Mobile Caregiver app, we have collected tools that make it easier to care for people with cancer, dementia, Parkinson's disease, as well as those who are experiencing the consequences of various types of stoma, stroke or hip fracture.",Education,Everyone 10+,,1688028098000,1. Большое обновление Дневника: <br>- теперь можно наглядно увидеть динамику изменений параметра здоровья на графике<br>- стала доступна функция выгрузки pdf-отчета по истории изменения параметра здоровья для консультирования с лечащим врачом вашего подопечного и корректировки назначений;<br>2. Ускорена загрузка данных;<br>3. Исправлены баги.,VARY,1.1.1,0,USD,Фонд Вера,https://pro-palliativ.ru/blog/mobilnaya-sidelka-prilozhenie/,,
co.elli.ellicares,Elli Cares: Dementia Safety,https://play.google.com/store/apps/details?id=co.elli.ellicares&hl=en&gl=us,"Elli Cares is the essential app for people living with dementia or cognitive impairment and their families. 

Elli Cares is designed to support cognitive independence and offer peace of mind to families, with a host of features that make daily life easier and safer for everyone involved. Elli Cares empowers individuals with cognitive impairment to stay connected and supported while providing loved ones with the tools to assist from a distance.

Key Features:

**NEW** Video Reminders:
Create personalized video reminders to help with daily routines, medication reminders, and other important tasks. Both family members and individuals with dementia/cognitive impairment can create reminders that are familiar and supportive, helping to foster a greater sense of independence.

Enhanced Medication Scheduling:
Set up daily, weekly, or custom medication reminders, ensuring critical medications are taken on time. Elli Cares helps you stay on top of health needs, reducing missed doses.

Safe Zones & Navigation Assistance:
Set safe boundaries for your loved one, and receive alerts if they move outside these zones. The “Find My Way Home” feature guides users back to familiar places, providing safety and comfort in case of confusion.

Safe Track – Behavioral Monitoring:
Elli Cares monitors changes in device usage patterns, acting as an early warning system. If unusual behavior is detected, such as extended inactivity, the app will notify family members so they can check in and offer assistance when needed.

Ask Elli Anything – AI Support:
Our intelligent AI assistant provides answers, tips, and resources on demand, helping users and families manage questions about dementia care and daily living with cognitive impairment.

Intuitive and User-Friendly Interface
Our recent UI update provides a clean, accessible interface that is simple to navigate. Elli Cares has been designed with accessibility in mind, making it easy for people with cognitive impairment to use.

Coming soon! 
Family Connection and Support:
Create a care network with multiple family members or friends. Elli Cares keeps everyone informed and connected with shared reminders, messages, and support.

Why Choose Elli Cares?
Elli Cares is built for families and caregivers who want to empower their loved ones to live independently while staying connected. It combines practical tools with emotional support, ensuring that users feel capable, safe, and valued. By providing peace of mind to family members, Elli Cares is bridging the gap between independence and support.

Benefits for Families and Caregivers:
- Peace of mind with real-time updates on your loved one's location and activity
- Confidence that daily routines and medications are managed consistently
- Ease of setting up and managing reminders for tasks, events, and more
- Ability to build a connected care network, bringing family and friends into the loop (estimated to launch December 2024)
- Access to valuable resources and tips from our AI-powered assistant

Who Can Benefit?
Elli Cares is ideal for people living with various forms of cognitive impairment, including:

- Alzheimer's disease
- Vascular dementia
- Lewy body dementia
- Frontotemporal dementia
- Mild cognitive impairment (MCI)
- Other types of memory loss

Whether you’re a caregiver, family member, or person managing cognitive impairment, Elli Cares is here to support your journey.

Join a Community That Cares
Elli Cares is used by families worldwide, providing support across the USA, UK, Canada, Australia, and beyond. Our app helps bridge distances, so no matter where you are, you can be there for the ones you love.

Download Elli Cares today to experience innovative tools for dementia support and care, and help your loved ones enjoy greater independence and safety.",Health & Fitness,Everyone,"Jun 27, 2023",1736335522000,Exciting updates to make caring easier<br><br>NEW Care Team Feature: connect up to 5 family members or carers to coordinate care together<br>Enhanced Accessibility: improved navigation and readability for all users<br>Smarter Notifications: more intuitive and timely reminders<br>Bug fixes and performance improvements for a smoother experience<br><br>Thank you for your feedback we&#39;re continuously working to make Elli Cares better for families around the world. ,VARY,2.1.0,0,USD,Elli Organisation PTY LTD,https://www.elliapp.co/,,
com.helpeeapp.elder,Helpee - Elderly Care Service,https://play.google.com/store/apps/details?id=com.helpeeapp.elder&hl=en&gl=us,"Helpee provides complete elder care from the comfort of your loved ones. It has a significant presence in the major cities of Chennai, Bangalore, Hyderabad, Mumbai, and Pune. Helpee offers specialized services in elder care and nursing caretaker services.
 
 Helpee key services are bedridden care, Patient care, and nursing care. The services are specially for elders and health issues patients. Helpee trained caregivers care for all their needs, including food hygiene, personal hygiene, and medication management. Caregivers also assist them in activities to avoid mental ill-health and loneliness.
 
Our trained professionals provide companionship and emotional support while focusing on assisting with daily tasks like bathing, grooming, and dressing.
 
Caretaker assistance is another vital component role. Helpee is designed to help families that require assistance from a professional to care for their family members in their homes by understanding the requirements of each person. Our empathetic caretakers ensure the utmost comfort and personalized attention for an improved quality of life.
 
 Our nursing care service assists with wound dressing, monitoring vital signs, and injections as per the medical prescriptions. 
 
 Helpee provides hospital attendant services in which our highly trained attendants assist elderly patients on hospital visits or appointments.
 
 Helpee Elder Care mobile application was created to revolutionize how elderly people and their families find and use care services. This app explores a comprehensive solution from elder care to nursing and post-operative. Helpee connects with qualified caregivers, nursing attendants, and companions. 
 
The app aims to make finding suitable senior care seamless and hassle-free. Users can browse through profiles of caregivers closest to their location and select the one that best fits their needs. Each caregiver's profile includes detailed experience, qualifications, specialities, and availability.

 Helpee also recognizes that every individual's needs are unique. Users can specify their requirements when searching for caregivers, such as specialized medical training or language preferences. This personalization ensures that each user is matched with a caregiver who can support them.
 
 Whether you need long-term assistance or short-term respite care, Helpee has you covered. The app caters to various elder care forms, including home healthcare visits, overnight stays, live-in arrangements, mobility assistance, medication management, and more. With the launch of the Helpee Elder Care mobile application imminent, individuals seeking reliable senior care services will regain autonomy over their loved one's well-being. The convenience and accessibility offered by this innovative solution empower users to make informed choices about elder care from anywhere at any time.",Health & Fitness,Everyone,"Jul 13, 2023",1738913939000,,VARY,3.2.0,0,USD,Helpee Elder Care,https://www.helpee.in,0,0
com.nyu.caremobi,CareMobi — Caregiver App,https://play.google.com/store/apps/details?id=com.nyu.caremobi&hl=en&gl=us,"Caregiving is best when it’s a team effort. CareMobi helps make it simple to coordinate patient care between loved ones and healthcare providers. It provides a quick and easy place to share and track vitals, notes, important documents, appointments, medication, and more.

Designed by a dedicated team at the NYU Rory Meyers College of Nursing, CareMobi was designed with the support of dementia patients in mind. But it’s versatile enough to work for anyone in need of coordinated care.

Key features and benefits:

- Create a care team for your loved one
- Invite key people: anyone who helps to care for them
- Save medication details
- Set medication reminders
- Add and sync appointments
- Track vitals and see health progress over time
- Share important updates across the whole team
- Export health data for healthcare providers
- Commenting and marking posts as viewed 
- We take your privacy and data security very seriously

©2023, New York University. All Rights Reserved. CareMobi™ is a registered trademark of New York University.",Medical,Everyone,"Jun 16, 2023",1727125986000,"- Multiple Vitals Logging: Add multiple vitals and health logs at once to save time<br>- Medication Export: Get a detailed list of your prescribed medications, dosage, and notes via email<br>- Health Providers: Store your healthcare providers&#39; contact info in a new patient profile tab<br>- Resources: View helpful tips, articles, and videos via a link at the top of your Profile page<br>- Appointment Enhancements: Add location details for appointments<br>- File Sharing: New files now appear in Recent Activity",VARY,2.1.0,0,USD,Input Logic Inc.,https://www.caremobi.org,0,0
com.nhsct.clearcare,CLEAR Dementia Care,https://play.google.com/store/apps/details?id=com.nhsct.clearcare&hl=en&gl=us,"The CLEAR Dementia Care © App provides information about dementia and support for carers including: Different types, the brain, symptoms, behaviours and loss.To understand behaviour it can be helpful to look for patterns. The App includes a function to help record and chart behaviour. The App also contains illustrations and case examples to help us to understand the perspective of the person with dementia.",Medical,Everyone,"Jan 26, 2021",1698323764000,Enhanced Record Storage: We&#39;ve made improvements to our record storage system to ensure a smoother and more reliable experience.<br><br>Bug Fixes: Resolved an issue where some records were not saving correctly.,VARY,1.1.18,0,USD,NHSCT Developer,http://www.northerntrust.hscni.net/services/dementia-services/clear/,,
com.care.android.careview,Care.com: Hire Caregivers,https://play.google.com/store/apps/details?id=com.care.android.careview&hl=en&gl=us,"Find trusted, background-checked caregivers for kids, adults, pets, and homes that fit your schedule and budget. See why 29 million families have turned to Care.

BACKGROUND-CHECKED FOR PEACE-OF-MIND

• All caregivers you can book are background-checked
• Option to request supplemental background check reports
• In addition, our Trust & Safety team reviews profiles, job posts, reviews, and photos to make sure they meet our community guidelines

CREATE THE CARE PLAN THAT’S PERFECT FOR YOU

• Search and compare rates for full-time, part-time or even occasional help
• Get help with everything from watching kids after school to meal prep for seniors
• Find the right fit after assessing caregivers' reviews, years of experience, or number of times hired by families on http://Care.com 
• Unexpected change in plans? No worries—book a sitter for kids or pets in as little as 6 hours before you need them

EASY TO USE WITH ONE MEMBERSHIP

• Purchase one membership for all your care needs: children, adults, pets, and home
• Search, message, interview, and book—all in the app
• Browse profiles or post a job and let caregivers apply to you
• Need help? Chat with a live agent in an average of 1 minute or less. 24/7 support

At any time, you can review our privacy policy at: https://www.care.com/about/privacy-policy/  or our terms of use at: http://www.care.com/terms-or-use-p1012.html",Lifestyle,Everyone,"Feb 7, 2013",1740753271000,"We are always making enhancements and addressing issues to improve your experience. To always get the latest and greatest version of the app, turn auto updates on. New to this version: we’ve fixed a handful of bugs and made some small enhancements to make the app more stable.",VARY,20.9.2,0,USD,Care.com Inc,https://www.care.com,3.0063815,7351
com.diaverum.dcare.app,Diaverum d.CARE patient app,https://play.google.com/store/apps/details?id=com.diaverum.dcare.app&hl=en&gl=us,"d.CARE is an app developed for Diaverum’s renal patients, which allows them to:
• Report their daily well-being to their clinic
• Visualize their current and historical treatment values
• Keep track of their latest and historical lab results
• Remind themselves about their current prescribed medication and what it is for.",Medical,Everyone,"Mar 12, 2020",1741970130000,Bug fixes and improvements,VARY,2.17.0,0,USD,Diaverum,https://diaverum.com,0,0
com.helpathome.caregiver,Help at Home Caregiver Connect,https://play.google.com/store/apps/details?id=com.helpathome.caregiver&hl=en&gl=us,"Help at Home Caregiver Connect is a mobile app that makes life easier for home caregivers by improving their work experience and service quality. This app brings together everything caregivers need, like messaging, managing profiles and preferences, handling clients and locations, payroll, and support, all in one easy-to-use interface.",Tools,Everyone,"Jul 5, 2024",1737171329000,,VARY,1.0.9-196,0,USD,HAH Group Holding Company LLC,https://www.helpathome.com,4.6,6
communities.dementia.researcher,Dementia Researcher Community,https://play.google.com/store/apps/details?id=communities.dementia.researcher&hl=en&gl=us,"Introducing the Dementia Researcher Communities App, an innovative platform designed specifically for dementia researchers from around the globe, tailored to meet the unique needs of professionals in all areas of dementia research. Whether you're delving into fundamental science, clinical trials, care research, or interdisciplinary studies, this app is your gateway to a vibrant community and an array of resources that enhance both your professional growth and research outcomes.

At the heart of our platform is the opportunity to connect with fellow researchers across continents. Here, you can meet peers who share your dedication to understanding and combating dementia. The app facilitates seamless communication, allowing you to exchange ideas, discuss theories, and seek advice from experts in real-time. This global network not only broadens your perspective but also fosters collaborations that could lead to groundbreaking discoveries.

Peer support is another cornerstone of our app. Research in such a challenging field can be isolating, but through our platform, you're never alone. Discuss your career and research hurdles (Join our Salon), share your successes, and navigate the complexities of your career with researchers who understand the highs and lows of the path you're on. This community support system is invaluable for both personal well-being and professional development.

Career advancement is a major focus within the app. Participate in webinars and live streams led by leading experts and seasoned researchers. These sessions cover a wide range of topics from the latest research techniques to career advice and strategic planning for your studies. This is an excellent way to stay updated with the latest trends and innovations in dementia research, ensuring you remain at the forefront of your field.

Sharing experiences and everyday research life plays a pivotal role in our community. The app includes features where you can post updates, share your research milestones, and even express the day-to-day challenges of your work and find a buddy before you attend a conference. This open sharing environment helps in demystifying the research process and provides a space for encouragement and mutual growth.

New features are being added all the time e.g. Our virtual Journal clubs within the app allow you to discuss recent publications with peers, critique methodologies, and discuss implications of findings in a structured manner. Enhancing your critical thinking and keeping you engaged with the latest scientific literature in a collaborative setting.

Staying informed is crucial in the fast-evolving field of dementia research. Our real-time alerts on grant opportunities, upcoming conferences, calls for papers, and other relevant academic opportunities ensure that you never miss out on important advancements and funding options that could benefit your research.

The app also opens up access to other features from the Dementia Researcher service e.g. a rich library of blogs and podcasts. These resources are designed to inspire, educate, and provoke thought, featuring contributions from thought leaders and innovators in the field.

By joining our app, you become part of a dedicated network committed to making a difference in the lives of those affected by dementia – you can even request your own space, and bring your community with you. It’s more than just a research tool; it’s a community builder, a support system, and a career accelerator all rolled into one. Whether you're a senior researcher or just starting out, our platform provides you with the tools, connections, and information necessary to thrive in the ever-challenging, ever-rewarding field of dementia research. Join us to enhance your research, expand your professional network, and contribute to the global fight against dementia.

Supported by the NIHR, Alzheimer’s Association, Alzheimer’s Research UK, Alzheimer’s Society and Race Against Dementia - delivered by UCL.",Social,Teen,"Jun 13, 2024",1738113172000,"This update brings you new features, bug fixes, and performance improvements to provide you a better experience. To make sure you don&#39;t miss a thing, stay updated with the latest version.",VARY,2.0.0,0,USD,Mode2 Ltd,,,
net.jelter.calendarclock,Calendar Clock Dementia Clock,https://play.google.com/store/apps/details?id=net.jelter.calendarclock&hl=en&gl=us,"Calendar Clock provides structure and increases self-reliance in people with cognitive disorders.

Take control of your life with Calendar Clock, the essential App for those affected by memory problems such as from Dementia and Alzheimer's.

Empower yourself or your loved ones with Calendar Clock, the indispensable app designed to cater specifically to the needs of the elderly, individuals with dementia, and those affected by memory problems. This comprehensive tool combines a clock, agenda, reminders, and personal messages to provide a seamless and supportive experience for individuals facing memory impairment or a reduced sense of time. 

How it works:
    1. Install this Calendar Clock app of the device on which it should be used;
    2. Install the Calendar Clock Administrator app on a device which should be used to control the settings/messages/alarms of this device;
    3. Connect the two apps and control this app remotely! 

Key Features:
    - Simple and Free: Download and start using Calendar Clock immediately, free of charge.
    - Universal Compatibility: use Calendar Clock across a wide range of devices, both new and old, large or small.
    - Time at a Glance: View the time of day in either analogue or digital format, keeping you oriented throughout the day.
    - Customizable Appearance: Personalize the look and feel of Calendar Clock to suit your preferences with a variety of customizable color schemes.
    - Video calling: Administrators can always start a video connection to make sure everything is okay.
    - Offline Access: Use Calendar Clock even without an internet connection, ensuring constant availability.
    - Comprehensive Menu: Access an intuitive menu screen that can be easily disabled, simplifying the user experience.
    - Full-Screen Mode: Maximize the visibility and focus on Calendar Clock by utilizing the immersive full-screen mode.
    - Weather Updates: Stay informed about the current temperature and weather conditions in your preferred city.
    - Cherished Memories: Display multiple photos alongside the clock, allowing you to reminisce and stay connected with your loved ones.
    - Smart Alarms and Confirmations: Set reminders and receive reading confirmations to stay on top of important tasks and appointments.
    - Soothing Chimes: Enable clock chimes to create a calming atmosphere and enhance time perception.
    - Multilingual Support: Available in multiple languages, including Bulgarian, Czech, Danish, Dutch, Estonian, Finnish, French, German, Hebrew, Hungarian, Indonesian, Italian, Lithuanian, Norwegian Bokmål, Slovenian, Spanish, Swedish, Turkish, UK English, and US English.
    - Administrator Connectivity: Enhance functionality by linking Calendar Clock with the dedicated ""Calendar Clock Administrator"" app. Caretakers, professionals, relatives, or friends can remotely schedule, edit, and delete messages and reminders, ensuring seamless coordination.
    - Minimalist Design: Enjoy a clutter-free interface with clear, large letters that facilitate effortless usage.

Experience the power of Calendar Clock and transform your daily routine into a well-organized and connected journey. Download now and discover the convenience of staying on top of your schedule while fostering meaningful connections with those around you.

Privacy and data processing
The app allows you to save calendar items and personal messages and settings on the Calendar Clock system via a secure connection. This data is only accessible to people with your permission. Calendar Clock stores this data only so that it can be changed by the administrator(s) . We do not process or analyse this data and it can also be deleted at any time upon request. For more information on this, see our Privacy Policy or contact us.",Medical,Everyone,"Jul 7, 2019",1741726647000,This version:<br>- Changes the audio player to prevent some crashes on older Android devices.,VARY,2.17.4,0,USD,Jelter,https://calendarclock.app,4.142857,8
com.otiom.release,Tracking people with dementia,https://play.google.com/store/apps/details?id=com.otiom.release&hl=en&gl=us,"Otiom enables a quick and precise localization/tracking of persons with dementia. With the Otiom-system is it possible to find a person when they wander too far off from where they usually travel. In the Otiom-app is it possible to create individual safety zones, which is a specific geographic area, and a time frame of how long the user can travel outside before they are missed. If the safety zone or the time allowance is overstepped, a list of helpers is alerted, and they can help find the missing person. 

It is needed to buy the Otiom-system to use this app! You can buy Otiom on our homepage: www.otiom.com
Specifications 
-	Creation of a helper list (next of kin, nursery personal)
-	Easy and quick handling of alarms 
-	Easy for helpers to accept or reject an alarm situation 
-	Traveling guide to persons last known location
-	Proximity sensor when you are near the missing person
-	Easy to update personal data
-	Simple overview of users and Otiom-tags
-	It is possible to move an Otiom setup from a private home to a nursing home
-	Otiom is not a constant surveillance system

If you have any question or challenges with the app, then please contact us as support@otiom.com. Also, if you have any improvement ideas please reach out to us.",Medical,Everyone,"Dec 11, 2019",1743435031000,"Improved automatic detection of the user&#39;s current location when adding new tags.<br>Added the ability to login using password managers <br>Fixed issues with Bluetooth permission confirmation. Now if the permission is denied, you will be prompted to grant permission manually in the settings<br>Resolved the &quot;No Internet&quot; banner blocking the screen after logging out.<br>Added capability to display important notifications as a banner on the bottom.",VARY,1.5.13,0,USD,Otiom A/S,https://www.otiom.com,,
